Name	Set	ImageFile	Type	Cost	Damage	Health	Rarity	Unique	Class	Text
Knight Bus Ride	Prisoner_of_Azkaban	Knight_Bus_Ride	Spell	3P			C		Potions	To play this card, discard 1 of your [P] Lessons from play. Choose an Event or Adventure in play and discard it. (You do not get the reward.)
Laughing at a Boggart	Prisoner_of_Azkaban	Laughing_at_a_Boggart	Spell	5F			C		Creatures	Choose an opponent's Creature in play and put it on top of its owner's deck. If that Creature did damage to you during their last turn, do that much damage to that opponent.
List of Passwords	Prisoner_of_Azkaban	List_of_Passwords	Item	4C			U		Charms	Before each of your turns, you may put a Password from your discard pile into your hand.
Lumos	Prisoner_of_Azkaban	Lumos	Spell	2C			C		Charms	Choose two of the following, then shuffle this card into your deck: Do 1 damage to an opponent. Look at an opponent's hand. Draw a card. 
Malicious Subsitute	Prisoner_of_Azkaban	Malicious_Subsitute	Spell	4P			C		Potions	Do 5 damage to an opponent or to a Creature of your choice. Your opponent may prevent this damage by revealing a Creature from their hand.
McGonagall's Office	Prisoner_of_Azkaban	McGonagall's_Office	Location	5T			U	Unique	Transfiguration	When you play this card, discard any other Location from play (yours or an opponent's).  Each player may only use Actions to play 1 non-Lesson card of each card type every turn (even the turn this card leaves play).
Mischief Managed	Prisoner_of_Azkaban	Mischief_Managed	Spell - Marauder	4T			C		Transfiguration	Choose an opponent's card in play. During their next turn, that card loses all abilities and damage per turn. If you have another Marauder card in play, you get 1 more Action this turn.
Mobiliarbus	Prisoner_of_Azkaban	Mobiliarbus	Spell	6F			U		Creatures	Search your deck. You may take a Plant from your deck with printed Power cost less than or equal to your current Power, reveal it, and put it into play. Then shuffle your deck.
Nightly Practices	Prisoner_of_Azkaban	Nightly_Practices	Event	5Q			R	Unique	Quidditch	When you play a Beater, Chaser, Keeper, or Seeker, you may choose an opponent. If they have any cards in play, they choose 1 of them and discard it.
Oddsbodikins	Prisoner_of_Azkaban	Oddsbodikins	Spell - Password	6C			C		Charms	When you play this card, play it face down and tell an opponent to guess Flibbertigibbet, Fortuna Major, Oddsbodikins, or Scurvy Cur. If they guess Oddsbodikins, do 2 damage to each player. Otherwise, do 8 damage to that opponent.
Overloaded Schedule	Prisoner_of_Azkaban	Overloaded_Schedule	Spell	7C			C		Charms	Count the number of Lessons of different types you have in play. Draw twice that many cards.
Palmistry	Prisoner_of_Azkaban	Palmistry	Spell - Divination	5P			C		Potions	Reveal the top card of your deck. You may then reveal a card in your hand with a matching card type. If you do, put the cards revealed this way into your hand, and then do 6 damage to an opponent. Otherwise, you may put that card either on the top or bottom of your deck.
Perfumed Smoke	Prisoner_of_Azkaban	Perfumed_Smoke	Spell - Divination	1C			C		Charms	Draw 2 cards. Then choose a card in your hand and shuffle it into your deck.
Pet Cat	Prisoner_of_Azkaban	Pet_Cat	Creature - Cat	2F	1	1	C		Creatures	When you play this card, draw a card, then discard a card from your hand.
Pet Spider	Prisoner_of_Azkaban	Pet_Spider	Creature - Spider	6F	1	2	C		Creatures	Whenever an opponent uses an Action to play a Spell, do 2 damage to them.
Professor Remus Lupin	Prisoner_of_Azkaban	Professor_Remus_Lupin	Character - Wizard				R	Unique		Once per turn, you may use an Action to choose an opponent's non-Lesson card in play and a card in their discard pile with the same name. Put both on the bottom of their deck. (You must choose 2 cards.)
Professor Rubeus Hagrid	Prisoner_of_Azkaban	Professor_Rubeus_Hagrid	Character - Wizard				R	Unique		Provides [F]. Once during each of your turns,  when you discard 1 of your [F] Lessons from play, you may draw a card and put 1 [F] Lesson from your discard pile into your hand.
Professor Sybill Trelawney	Prisoner_of_Azkaban	Professor_Sybill_Trelawney	Character - Witch - Divination				R	Unique		Before each of your turns, you may look at the top 2 cards of your deck and put them on the top and/or bottom of your deck in any order.
Potion Experiment No. 7	Prisoner_of_Azkaban	Potion_Experiment_No_7	Spell	3P			C		Potions	To play this card, return 1 of your [P] Lessons from play to your hand. Do 4 damage to your opponent or to a Creature of your choice.
Quidditch Changing Room	Prisoner_of_Azkaban	Quidditch_Changing_Room	Location	4Q			U		Quidditch	When you play this card, discard any other Location from play (yours or an opponent's).  Whenever a player uses an Action to play a Beater, Chaser, Keeper, or Seeker, they may search their deck. They may take a Quidditch Item or Spell from their deck, reveal it, and put it into their hand. Then they shuffle their deck.
Rat Tonic	Prisoner_of_Azkaban	Rat_Tonic	Item	4F			C		Creatures	When 1 of your Creatures with printed Power cost of 3 or less would be discarded from play due to damage or an opponent's card, remove all damage counters from that Creature and discard this card instead.
Red Cap	Prisoner_of_Azkaban	Red_Cap	Creature - Red Cap	4F	1	2	C		Creatures	You may use an Action to discard a [F] Lesson from your hand. If you do, do 3 damage to an opponent.
Rescheduled Match	Prisoner_of_Azkaban	Rescheduled_Match	Spell	3Q			C		Quidditch	Discard a Match in play, then you may put a non-Healing Match from your discard pile into play. If you do, do 3 damage to an opponent.
Riddikulus!	Prisoner_of_Azkaban	Riddikulus	Spell	2T			U		Transfiguration	Choose an opponent's Creature or Item in play and return it to its owner's hand. Then look at that opponent's hand and choose a Creature or Item they can play, if any. They put it into play.
Scurvy Cur	Prisoner_of_Azkaban	Scurvy_Cur	Spell - Password	6C			C		Charms	When you play this card, play it face down and tell an opponent to guess Flibbertigibbet, Fortuna Major, Oddsbodikins, or Scurvy Cur. If they guess Scurvy Cur, each player returns 1 of their non-Healing cards in play to its owner's hand. Otherwise, choose up to 2 of that opponent's cards in play and return them to their owner's hand.
Secret-Keeper	Prisoner_of_Azkaban	Secret-Keeper	Event - Healing	9T			R	Unique	Transfiguration	When the last card would leave your deck, discard this card from play instead. If you do, put any number of cards from your hand on the bottom of your deck in any order, and cards cannot leave your deck until the end of the turn. When you build your deck, you can put only 1 Secret-Keeper in it. (This effect occurs during other card effects.)
Security Troll	Prisoner_of_Azkaban	Security_Troll	Creature - Troll	6F	1	4	U		Creatures	To play this card, discard 1 of your [F] Lessons from play. Your Creatures in play not named Security Troll cannot be chosen by opponents.
Sir Cadogan	Prisoner_of_Azkaban	Sir_Cadogan	Character - Gryffindor				R	Unique		Once during each of your turns, when you play a card with an even printed Power cost, you may draw a card, and then you may put a Lesson from your hand into play.
Sirius Black	Prisoner_of_Azkaban	Sirius_Black	Character - Wizard				R	Unique		For every 3 different card types in your discard pile, your opponents' cards require 1 more Power to play.
Stan Shunpike	Prisoner_of_Azkaban	Stan_Shunpike	Character - Wizard				R	Unique		Once per turn, you may use an Action to choose a Location in play and do damage to an opponent equal to its printed Power cost.
Teacups and Tea Leaves	Prisoner_of_Azkaban	Teacups_and_Tea_Leaves	Item - Divination	4T			U		Transfiguration	At the end of each of your turns, you may discard the top card of your deck. If it is a Spell, do 2 damage to an opponent. If it is a Divination card, do 3 damage to an opponent. If it is a Lesson, put it into play. If it is a Character, put it into your hand.
The Marauder's Map	Prisoner_of_Azkaban	The_Marauder's_Map	Item - Marauder	9T			R	Unique	Transfiguration	Once during each of your turns, you may search your deck. You may take an Adventure or Event from your deck, reveal it, and put it into your hand. Then shuffle your deck.
The Monster Book of Monsters	Prisoner_of_Azkaban	The_Monster_Book_of_Monsters	Creature Item - Book	4F	1	1	C		Creatures	Provides [F].
The North Tower	Prisoner_of_Azkaban	The_North_Tower	Location - Divination	5C			U		Charms	When you play this card, discard any other Location from play (yours or an opponent's).  During each player's turn, whenever they draw 1 or more cards, except during their draw step, each of their opponents draws 2 cards.
The Standard Book of Spells (Grade 3)	Prisoner_of_Azkaban	The_Standard_Book_of_Spells_(Grade_3)	Item - Book	4C			U		Charms	Provides [C]. Whenever you play a Spell, do 1 damage to an opponent.
Thunderstorm Match	Prisoner_of_Azkaban	Thunderstorm_Match	Match	1Q			U		Quidditch	To Win: Use Actions to play Creatures 3 times.  Prize: The winner chooses up to 2 Lessons in their discard pile and puts them into play.
Trelawney's Reading	Prisoner_of_Azkaban	Trelawney's_Reading	Spell - Divination	3C			C		Charms	Reveal the top card of your deck, then put it into your hand. If it is a Spell, draw 2 cards.
Unfogging the Future	Prisoner_of_Azkaban	Unfogging_the_Future	Item - Book - Divination	2P			C		Potions	Once during each of your turns, you may look at the top card of your deck. During your turn, you may discard Unfogging the Future from play. If you do, draw a card and put a card from your hand on top of your deck.
Unworthy Trick	Prisoner_of_Azkaban	Unworthy_Trick	Spell	6Q			U		Quidditch	Choose a number between 1 and 10. Do that much damage to an opponent. If 3 or more Lessons were discarded, that opponent shuffles all cards discarded by this effect back into their deck.
Waddiwasi	Prisoner_of_Azkaban	Waddiwasi	Spell	5C			C		Charms	Do 3 damage to an opponent. You may discard 1 of your Items in play. If you do, do damage to that opponent equal to the Item's printed Power cost.
Wanted Poster	Prisoner_of_Azkaban	Wanted_Poster	Item	3T			U		Transfiguration	When you play this card, name a non-Lesson card. When any player uses an Action to play the named card, they use 1 more Action to play that card.
Winged Boar	Prisoner_of_Azkaban	Winged_Boar	Creature - Gargoyle	3F	2	2	C	Unique	Creatures	
Wolfsbane Potion	Prisoner_of_Azkaban	Wolfsbane_Potion	Spell - Healing	5P			C		Potions	To play this card, return 1 of your [P] Lessons from play to your hand. Shuffle up to 8 non-Healing cards from your discard pile into your deck.
